DATE,VALUE,CODE
2000-07-01,265080,ME
2000-10-01,265288,ME
2001-01-01,270440,ME
2001-04-01,276200,ME
2001-07-01,283948,ME
2001-10-01,291044,ME
2002-01-01,297180,ME
2002-04-01,306524,ME
2002-07-01,315084,ME
2002-10-01,316188,ME
2003-01-01,327992,ME
2003-04-01,328728,ME
2003-07-01,333116,ME
2003-10-01,336580,ME
2004-01-01,336644,ME
2004-04-01,343468,ME
2004-07-01,348340,ME
2004-10-01,347980,ME
2005-01-01,343376,ME
2005-04-01,349216,ME
2005-07-01,356856,ME
2005-10-01,362872,ME
2006-01-01,372116,ME
2006-04-01,377440,ME
2006-07-01,383200,ME
2006-10-01,389832,ME
2007-01-01,424952,ME
2007-04-01,423476,ME
2007-07-01,423600,ME
2007-10-01,427892,ME
2008-01-01,428640,ME
2008-04-01,432792,ME
2008-07-01,438448,ME
2008-10-01,444764,ME
2009-01-01,443136,ME
2009-04-01,448488,ME
2009-07-01,448380,ME
2009-10-01,450228,ME
2010-01-01,457144,ME
2010-04-01,459088,ME
2010-07-01,469856,ME
2010-10-01,474104,ME
2011-01-01,476580,ME
2011-04-01,485132,ME
2011-07-01,493408,ME
2011-10-01,496596,ME
2012-01-01,501316,ME
2012-04-01,505564,ME
2012-07-01,513080,ME
2012-10-01,519000,ME
2013-01-01,526652,ME
2013-04-01,528048,ME
2013-07-01,533252,ME
2013-10-01,538400,ME
2014-01-01,550440,ME
2014-04-01,555500,ME
2014-07-01,560756,ME
2014-10-01,568944,ME
2015-01-01,565472,ME
2015-04-01,575156,ME
2015-07-01,580080,ME
2015-10-01,596356,ME
2016-01-01,596704,ME
2016-04-01,608208,ME
2016-07-01,615928,ME
2016-10-01,625816,ME
2017-01-01,631064,ME
2017-04-01,636752,ME
2017-07-01,641976,ME
2017-10-01,649380,ME
2018-01-01,651260,ME
2018-04-01,658012,ME
2018-07-01,661784,ME
2018-10-01,679404,ME
2019-01-01,682624,ME
2019-04-01,695504,ME
2019-07-01,702412,ME
2019-10-01,715872,ME
2020-01-01,717484,ME
2020-04-01,692604,ME
2020-07-01,675748,ME
2020-10-01,721760,ME
2021-01-01,695272,ME
2021-04-01,738604,ME
2021-07-01,733644,ME
2021-10-01,753088,ME
2022-01-01,761292,ME
2022-04-01,777488,ME
2022-07-01,792528,ME
2022-10-01,798740,ME
2023-01-01,813484,ME
2023-04-01,824824,ME
2023-07-01,857256,ME
2023-10-01,868848,ME
2024-01-01,890450,ME
2024-04-01,894730,ME
2024-07-01,928983,ME
2024-10-01,939252,ME
1998-01-01,1243256,MD
1998-04-01,1276336,MD
1998-07-01,1313340,MD
1998-10-01,1321612,MD
1999-01-01,1343328,MD
1999-04-01,1344824,MD
1999-07-01,1492204,MD
1999-10-01,1597820,MD
2000-01-01,1543500,MD
2000-04-01,1552364,MD
2000-07-01,1617560,MD
2000-10-01,1616884,MD
2001-01-01,1724300,MD
2001-04-01,1722060,MD
2001-07-01,1778164,MD
2001-10-01,1844628,MD
2002-01-01,1911496,MD
2002-04-01,1965000,MD
2002-07-01,2017036,MD
2002-10-01,2079168,MD
2003-01-01,2099256,MD
2003-04-01,2155076,MD
2003-07-01,2165932,MD
2003-10-01,2220920,MD
2004-01-01,2255400,MD
2004-04-01,2325656,MD
2004-07-01,2359156,MD
2004-10-01,2338588,MD
2005-01-01,2362084,MD
2005-04-01,2406352,MD
2005-07-01,2440048,MD
2005-10-01,2452832,MD
2006-01-01,2493672,MD
2006-04-01,2510012,MD
2006-07-01,2573616,MD
2006-10-01,2605152,MD
2007-01-01,2671748,MD
2007-04-01,2673444,MD
2007-07-01,2679264,MD
2007-10-01,2744196,MD
2008-01-01,2767928,MD
2008-04-01,2793096,MD
2008-07-01,2877916,MD
2008-10-01,2900536,MD
2009-01-01,2938340,MD
2009-04-01,3026484,MD
2009-07-01,2961056,MD
2009-10-01,2967948,MD
2010-01-01,2992020,MD
2010-04-01,3045620,MD
2010-07-01,3081784,MD
2010-10-01,3060044,MD
2011-01-01,3171620,MD
2011-04-01,3179924,MD
2011-07-01,3279076,MD
2011-10-01,3383556,MD
2012-01-01,3360864,MD
2012-04-01,3406900,MD
2012-07-01,3433188,MD
2012-10-01,3482780,MD
2013-01-01,3360172,MD
2013-04-01,3437068,MD
2013-07-01,3404076,MD
2013-10-01,3519396,MD
2014-01-01,3577352,MD
2014-04-01,3639104,MD
2014-07-01,3637332,MD
2014-10-01,3630624,MD
2015-01-01,3676516,MD
2015-04-01,3688880,MD
2015-07-01,3736380,MD
2015-10-01,3771808,MD
2016-01-01,3850408,MD
2016-04-01,3910300,MD
2016-07-01,3886720,MD
2016-10-01,3971944,MD
2017-01-01,3994112,MD
2017-04-01,4024844,MD
2017-07-01,4162788,MD
2017-10-01,4261276,MD
2018-01-01,4338444,MD
2018-04-01,4484732,MD
2018-07-01,4426192,MD
2018-10-01,4422188,MD
2019-01-01,4423396,MD
2019-04-01,4501420,MD
2019-07-01,4350620,MD
2019-10-01,4664916,MD
2020-01-01,4544324,MD
2020-04-01,4439020,MD
2020-07-01,4428920,MD
2020-10-01,4461944,MD
2021-01-01,4750052,MD
2021-04-01,4543420,MD
2021-07-01,4670996,MD
2021-10-01,4763656,MD
2022-01-01,4750220,MD
2022-04-01,4808640,MD
2022-07-01,4912712,MD
2022-10-01,4967484,MD
2023-01-01,4973012,MD
2023-04-01,5090004,MD
2023-07-01,5123652,MD
2023-10-01,5180320,MD
2024-01-01,5307871,MD
2024-04-01,5298105,MD
2024-07-01,5472961,MD
2024-10-01,5476530,MD
1998-01-01,4020688,MA
1998-04-01,4053216,MA
1998-07-01,4225156,MA
1998-10-01,4092396,MA
1999-01-01,4209140,MA
1999-04-01,4289356,MA
1999-07-01,4289436,MA
1999-10-01,4518200,MA
2000-01-01,4616316,MA
2000-04-01,4728136,MA
2000-07-01,4864692,MA
2000-10-01,4907704,MA
2001-01-01,5056240,MA
2001-04-01,5151024,MA
2001-07-01,5309568,MA
2001-10-01,5325684,MA
2002-01-01,5535968,MA
2002-04-01,5574136,MA
2002-07-01,5702752,MA
2002-10-01,5781228,MA
2003-01-01,5653888,MA
2003-04-01,5807828,MA
2003-07-01,5821700,MA
2003-10-01,5954524,MA
2004-01-01,5995340,MA
2004-04-01,6096868,MA
2004-07-01,6115228,MA
2004-10-01,6177828,MA
2005-01-01,6083772,MA
2005-04-01,6209656,MA
2005-07-01,6324824,MA
2005-10-01,6254960,MA
2006-01-01,6404936,MA
2006-04-01,6396140,MA
2006-07-01,6529516,MA
2006-10-01,6634800,MA
2007-01-01,6894124,MA
2007-04-01,7069420,MA
2007-07-01,7047984,MA
2007-10-01,7272708,MA
2008-01-01,7358908,MA
2008-04-01,7413384,MA
2008-07-01,7551028,MA
2008-10-01,7703928,MA
2009-01-01,7710052,MA
2009-04-01,7605832,MA
2009-07-01,7650832,MA
2009-10-01,7827360,MA
2010-01-01,7941092,MA
2010-04-01,8089584,MA
2010-07-01,8217584,MA
2010-10-01,8150324,MA
2011-01-01,8352112,MA
2011-04-01,8442528,MA
2011-07-01,8637036,MA
2011-10-01,8558232,MA
2012-01-01,8647900,MA
2012-04-01,8809656,MA
2012-07-01,8805968,MA
2012-10-01,8916804,MA
2013-01-01,8985300,MA
2013-04-01,9198236,MA
2013-07-01,9197492,MA
2013-10-01,9306592,MA
2014-01-01,9318024,MA
2014-04-01,9428868,MA
2014-07-01,9442536,MA
2014-10-01,9678224,MA
2015-01-01,9686660,MA
2015-04-01,9709132,MA
2015-07-01,9737508,MA
2015-10-01,9929172,MA
2016-01-01,9979952,MA
2016-04-01,10213176,MA
2016-07-01,10243892,MA
2016-10-01,10372160,MA
2017-01-01,10608984,MA
2017-04-01,10583580,MA
2017-07-01,10757736,MA
2017-10-01,10804468,MA
2018-01-01,10974148,MA
2018-04-01,11041792,MA
2018-07-01,11086732,MA
2018-10-01,11177632,MA
2019-01-01,11397068,MA
2019-04-01,11482036,MA
2019-07-01,11731616,MA
2019-10-01,11887116,MA
2020-01-01,12028432,MA
2020-04-01,11680264,MA
2020-07-01,11626268,MA
2020-10-01,12102904,MA
2021-01-01,11933888,MA
2021-04-01,12035484,MA
2021-07-01,12249040,MA
2021-10-01,12496484,MA
2022-01-01,12525188,MA
2022-04-01,12727744,MA
2022-07-01,13231392,MA
2022-10-01,13436784,MA
2023-01-01,13395056,MA
2023-04-01,13820708,MA
2023-07-01,13701284,MA
2023-10-01,14136772,MA
2024-01-01,14293219,MA
2024-04-01,14687864,MA
2024-07-01,14627941,MA
2024-10-01,14753898,MA
1998-01-01,1011432,MI
1998-04-01,1012072,MI
1998-07-01,1051752,MI
1998-10-01,1148668,MI
1999-01-01,1139360,MI
1999-04-01,1138732,MI
1999-07-01,1159428,MI
1999-10-01,1154104,MI
2000-01-01,1142388,MI
2000-04-01,1225352,MI
2000-07-01,1198084,MI
2000-10-01,1188176,MI
2001-01-01,1282620,MI
2001-04-01,1308924,MI
2001-07-01,1344308,MI
2001-10-01,1327608,MI
2002-01-01,1348724,MI
2002-04-01,1413672,MI
2002-07-01,1445020,MI
2002-10-01,1485496,MI
2003-01-01,1502120,MI
2003-04-01,1517276,MI
2003-07-01,1573760,MI
2003-10-01,1722068,MI
2004-01-01,1620756,MI
2004-04-01,1686976,MI
2004-07-01,1699224,MI
2004-10-01,1699824,MI
2005-01-01,1708304,MI
2005-04-01,1861684,MI
2005-07-01,1826828,MI
2005-10-01,1796404,MI
2006-01-01,1861236,MI
2006-04-01,1814052,MI
2006-07-01,1893492,MI
2006-10-01,1938216,MI
2007-01-01,1983496,MI
2007-04-01,1978096,MI
2007-07-01,2015896,MI
2007-10-01,2139528,MI
2008-01-01,2052852,MI
2008-04-01,2086620,MI
2008-07-01,2101820,MI
2008-10-01,2123888,MI
2009-01-01,2082852,MI
2009-04-01,2097636,MI
2009-07-01,2119996,MI
2009-10-01,2079100,MI
2010-01-01,2114092,MI
2010-04-01,2212400,MI
2010-07-01,2162228,MI
2010-10-01,2172892,MI
2011-01-01,2107096,MI
2011-04-01,2155580,MI
2011-07-01,2228688,MI
2011-10-01,2215164,MI
2012-01-01,2265492,MI
2012-04-01,2253040,MI
2012-07-01,2278568,MI
2012-10-01,2375744,MI
2013-01-01,2320068,MI
2013-04-01,2365804,MI
2013-07-01,2367464,MI
2013-10-01,2415088,MI
2014-01-01,2446016,MI
2014-04-01,2465396,MI
2014-07-01,2476648,MI
2014-10-01,2471244,MI
2015-01-01,2441548,MI
2015-04-01,2466032,MI
2015-07-01,2458736,MI
2015-10-01,2512700,MI
2016-01-01,2455660,MI
2016-04-01,2572060,MI
2016-07-01,2584064,MI
2016-10-01,2542288,MI
2017-01-01,2612104,MI
2017-04-01,2598704,MI
2017-07-01,2593128,MI
2017-10-01,2570116,MI
2018-01-01,2720800,MI
2018-04-01,2630252,MI
2018-07-01,2577000,MI
2018-10-01,2595620,MI
2019-01-01,2563828,MI
2019-04-01,2626568,MI
2019-07-01,2645136,MI
2019-10-01,2633240,MI
2020-01-01,2611316,MI
2020-04-01,2482764,MI
2020-07-01,2495176,MI
2020-10-01,2589528,MI
2021-01-01,2536608,MI
2021-04-01,2704800,MI
2021-07-01,2756188,MI
2021-10-01,2832004,MI
2022-01-01,2762452,MI
2022-04-01,2884328,MI
2022-07-01,3016256,MI
2022-10-01,3039552,MI
2023-01-01,3104404,MI
2023-04-01,3140464,MI
2023-07-01,3146356,MI
2023-10-01,3248480,MI
2024-01-01,3254030,MI
2024-04-01,3391068,MI
2024-07-01,3427139,MI
2024-10-01,3458949,MI
1998-01-01,822688,MN
1998-04-01,837072,MN
1998-07-01,866048,MN
1998-10-01,874996,MN
1999-01-01,908612,MN
1999-04-01,933128,MN
1999-07-01,949564,MN
1999-10-01,1003456,MN
2000-01-01,1009416,MN
2000-04-01,1005864,MN
2000-07-01,1083568,MN
2000-10-01,1065040,MN
2001-01-01,1097904,MN
2001-04-01,1121044,MN
2001-07-01,1145684,MN
2001-10-01,1172844,MN
2002-01-01,1191916,MN
2002-04-01,1224488,MN
2002-07-01,1246112,MN
2002-10-01,1274300,MN
2003-01-01,1279812,MN
2003-04-01,1299416,MN
2003-07-01,1319904,MN
2003-10-01,1317436,MN
2004-01-01,1332272,MN
2004-04-01,1344004,MN
2004-07-01,1381972,MN
2004-10-01,1365664,MN
2005-01-01,1377728,MN
2005-04-01,1383444,MN
2005-07-01,1432932,MN
2005-10-01,1462028,MN
2006-01-01,1497592,MN
2006-04-01,1533864,MN
2006-07-01,1539756,MN
2006-10-01,1559660,MN
2007-01-01,1616680,MN
2007-04-01,1661860,MN
2007-07-01,1696136,MN
2007-10-01,1761476,MN
2008-01-01,1780980,MN
2008-04-01,1793068,MN
2008-07-01,1839872,MN
2008-10-01,1889152,MN
2009-01-01,1904040,MN
2009-04-01,1941580,MN
2009-07-01,1927680,MN
2009-10-01,1950080,MN
2010-01-01,1961796,MN
2010-04-01,1999376,MN
2010-07-01,2033724,MN
2010-10-01,2014200,MN
2011-01-01,2084212,MN
2011-04-01,2046964,MN
2011-07-01,2081456,MN
2011-10-01,2060312,MN
2012-01-01,2096912,MN
2012-04-01,2124068,MN
2012-07-01,2115192,MN
2012-10-01,2153832,MN
2013-01-01,2148540,MN
2013-04-01,2145104,MN
2013-07-01,2161324,MN
2013-10-01,2147340,MN
2014-01-01,2178392,MN
2014-04-01,2197988,MN
2014-07-01,2198368,MN
2014-10-01,2200840,MN
2015-01-01,2204488,MN
2015-04-01,2216368,MN
2015-07-01,2222956,MN
2015-10-01,2275456,MN
2016-01-01,2243912,MN
2016-04-01,2270056,MN
2016-07-01,2339276,MN
2016-10-01,2356448,MN
2017-01-01,2419204,MN
2017-04-01,2418424,MN
2017-07-01,2395068,MN
2017-10-01,2418112,MN
2018-01-01,2436448,MN
2018-04-01,2513756,MN
2018-07-01,2486904,MN
2018-10-01,2524904,MN
2019-01-01,2586492,MN
2019-04-01,2534488,MN
2019-07-01,2566676,MN
2019-10-01,2559424,MN
2020-01-01,2639372,MN
2020-04-01,2464904,MN
2020-07-01,2468136,MN
2020-10-01,2574368,MN
2021-01-01,2570084,MN
2021-04-01,2623124,MN
2021-07-01,2671164,MN
2021-10-01,2697156,MN
2022-01-01,2689740,MN
2022-04-01,2675416,MN
2022-07-01,2743532,MN
2022-10-01,2769720,MN
2023-01-01,2768264,MN
2023-04-01,2799516,MN
2023-07-01,2768372,MN
2023-10-01,2841816,MN
2024-01-01,2931574,MN
2024-04-01,2933227,MN
2024-07-01,2955344,MN
2024-10-01,2962656,MN
1998-01-01,221768,MS
1998-04-01,223792,MS
1998-07-01,225752,MS
1998-10-01,230392,MS
1999-01-01,230936,MS
1999-04-01,231520,MS
1999-07-01,236304,MS
1999-10-01,239184,MS
2000-01-01,242992,MS
2000-04-01,249720,MS
2000-07-01,253584,MS
2000-10-01,256420,MS
2001-01-01,264044,MS
2001-04-01,267012,MS
2001-07-01,274016,MS
2001-10-01,279768,MS
2002-01-01,284900,MS
2002-04-01,282540,MS
2002-07-01,296236,MS
2002-10-01,301068,MS
2003-01-01,297500,MS
2003-04-01,303768,MS
2003-07-01,301492,MS
2003-10-01,317900,MS
2004-01-01,312620,MS
2004-04-01,320724,MS
2004-07-01,322980,MS
2004-10-01,325808,MS
2005-01-01,333728,MS
2005-04-01,343328,MS
2005-07-01,335424,MS
2005-10-01,342932,MS
2006-01-01,364864,MS
2006-04-01,374920,MS
2006-07-01,400260,MS
2006-10-01,394432,MS
2007-01-01,395368,MS
2007-04-01,398280,MS
2007-07-01,408868,MS
2007-10-01,415204,MS
2008-01-01,436656,MS
2008-04-01,434580,MS
2008-07-01,446092,MS
2008-10-01,452028,MS
2009-01-01,455120,MS
2009-04-01,457584,MS
2009-07-01,456232,MS
2009-10-01,467244,MS
2010-01-01,476196,MS
2010-04-01,483220,MS
2010-07-01,502672,MS
2010-10-01,499564,MS
2011-01-01,500308,MS
2011-04-01,511624,MS
2011-07-01,519408,MS
2011-10-01,537604,MS
2012-01-01,546444,MS
2012-04-01,552660,MS
2012-07-01,559108,MS
2012-10-01,546768,MS
2013-01-01,564116,MS
2013-04-01,559796,MS
2013-07-01,559736,MS
2013-10-01,586300,MS
2014-01-01,576712,MS
2014-04-01,577948,MS
2014-07-01,559232,MS
2014-10-01,547656,MS
2015-01-01,530008,MS
2015-04-01,534496,MS
2015-07-01,522360,MS
2015-10-01,532700,MS
2016-01-01,544256,MS
2016-04-01,551592,MS
2016-07-01,538872,MS
2016-10-01,559800,MS
2017-01-01,553968,MS
2017-04-01,540264,MS
2017-07-01,545240,MS
2017-10-01,536136,MS
2018-01-01,543252,MS
2018-04-01,553032,MS
2018-07-01,552380,MS
2018-10-01,555632,MS
2019-01-01,562312,MS
2019-04-01,561204,MS
2019-07-01,571072,MS
2019-10-01,554620,MS
2020-01-01,561960,MS
2020-04-01,538960,MS
2020-07-01,543560,MS
2020-10-01,564056,MS
2021-01-01,542880,MS
2021-04-01,569884,MS
2021-07-01,564392,MS
2021-10-01,570496,MS
2022-01-01,574688,MS
2022-04-01,577044,MS
2022-07-01,605440,MS
2022-10-01,610936,MS
2023-01-01,614928,MS
2023-04-01,618744,MS
2023-07-01,608732,MS
2023-10-01,649428,MS
2024-01-01,651027,MS
2024-04-01,676058,MS
2024-07-01,695575,MS
2024-10-01,703169,MS
1998-01-01,1313264,MO
1998-04-01,1350452,MO
1998-07-01,1409900,MO
1998-10-01,1411220,MO
1999-01-01,1426912,MO
1999-04-01,1448388,MO
1999-07-01,1415396,MO
1999-10-01,1458832,MO
2000-01-01,1515892,MO
2000-04-01,1553948,MO
2000-07-01,1582180,MO
2000-10-01,1633824,MO
2001-01-01,1369104,MO
2001-04-01,1365764,MO
2001-07-01,1360116,MO
2001-10-01,1387792,MO
2002-01-01,1409876,MO
2002-04-01,1437596,MO
2002-07-01,1452116,MO
2002-10-01,1481844,MO
2003-01-01,1387640,MO
2003-04-01,1428612,MO
2003-07-01,1454732,MO
2003-10-01,1470340,MO
2004-01-01,1464136,MO
2004-04-01,1475992,MO
2004-07-01,1456616,MO
2004-10-01,1483868,MO
2005-01-01,1483552,MO
2005-04-01,1487368,MO
2005-07-01,1513780,MO
2005-10-01,1493736,MO
2006-01-01,1613436,MO
2006-04-01,1613720,MO
2006-07-01,1657144,MO
2006-10-01,1667228,MO
2007-01-01,1704168,MO
2007-04-01,1703212,MO
2007-07-01,1750132,MO
2007-10-01,1777520,MO
2008-01-01,1808592,MO
2008-04-01,1819824,MO
2008-07-01,1892992,MO
2008-10-01,1875628,MO
2009-01-01,1878528,MO
2009-04-01,1926560,MO
2009-07-01,1968368,MO
2009-10-01,2026548,MO
2010-01-01,1991336,MO
2010-04-01,1978352,MO
2010-07-01,1985868,MO
2010-10-01,2042448,MO
2011-01-01,2079812,MO
2011-04-01,2078596,MO
2011-07-01,2088404,MO
2011-10-01,2114620,MO
2012-01-01,2271800,MO
2012-04-01,2235500,MO
2012-07-01,2240444,MO
2012-10-01,2259440,MO
2013-01-01,2291228,MO
2013-04-01,2304576,MO
2013-07-01,2340816,MO
2013-10-01,2376788,MO
2014-01-01,2387748,MO
2014-04-01,2436080,MO
2014-07-01,2368492,MO
2014-10-01,2363616,MO
2015-01-01,2372172,MO
2015-04-01,2379272,MO
2015-07-01,2387712,MO
2015-10-01,2423592,MO
2016-01-01,2406352,MO
2016-04-01,2435616,MO
2016-07-01,2463188,MO
2016-10-01,2494860,MO
2017-01-01,2517384,MO
2017-04-01,2494380,MO
2017-07-01,2581044,MO
2017-10-01,2576588,MO
2018-01-01,2607676,MO
2018-04-01,2615676,MO
2018-07-01,2623944,MO
2018-10-01,2658908,MO
2019-01-01,2693216,MO
2019-04-01,2737264,MO
2019-07-01,2714540,MO
2019-10-01,2759432,MO
2020-01-01,2775456,MO
2020-04-01,2718388,MO
2020-07-01,2738088,MO
2020-10-01,2775420,MO
2021-01-01,2867648,MO
2021-04-01,2965764,MO
2021-07-01,2983268,MO
2021-10-01,3060200,MO
2022-01-01,3110668,MO
2022-04-01,3080576,MO
2022-07-01,3202516,MO
2022-10-01,3200636,MO
2023-01-01,2987700,MO
2023-04-01,3043440,MO
2023-07-01,3087364,MO
2023-10-01,3120516,MO
2024-01-01,3200511,MO
2024-04-01,3318145,MO
2024-07-01,3178547,MO
2024-10-01,3262695,MO
1998-01-01,43272,MT
1998-04-01,44224,MT
1998-07-01,45256,MT
1998-10-01,46392,MT
1999-01-01,48988,MT
1999-04-01,50048,MT
1999-07-01,49412,MT
1999-10-01,50220,MT
2000-01-01,50156,MT
2000-04-01,49428,MT
2000-07-01,53132,MT
2000-10-01,52144,MT
2001-01-01,62404,MT
2001-04-01,63812,MT
2001-07-01,65168,MT
2001-10-01,66260,MT
2002-01-01,68624,MT
2002-04-01,70544,MT
2002-07-01,71796,MT
2002-10-01,72048,MT
2003-01-01,71012,MT
2003-04-01,70932,MT
2003-07-01,72024,MT
2003-10-01,73500,MT
2004-01-01,76020,MT
2004-04-01,78436,MT
2004-07-01,80844,MT
2004-10-01,78952,MT
2005-01-01,81396,MT
2005-04-01,79912,MT
2005-07-01,82856,MT
2005-10-01,86676,MT
2006-01-01,90792,MT
2006-04-01,94988,MT
2006-07-01,96404,MT
2006-10-01,97276,MT
2007-01-01,99520,MT
2007-04-01,100404,MT
2007-07-01,98396,MT
2007-10-01,100036,MT
2008-01-01,101816,MT
2008-04-01,104176,MT
2008-07-01,105588,MT
2008-10-01,108176,MT
2009-01-01,106192,MT
2009-04-01,105532,MT
2009-07-01,118160,MT
2009-10-01,106140,MT
2010-01-01,109772,MT
2010-04-01,109136,MT
2010-07-01,109528,MT
2010-10-01,111184,MT
2011-01-01,122072,MT
2011-04-01,120444,MT
2011-07-01,122128,MT
2011-10-01,122924,MT
2012-01-01,121328,MT
2012-04-01,122036,MT
2012-07-01,124636,MT
2012-10-01,125724,MT
2013-01-01,129124,MT
2013-04-01,130848,MT
2013-07-01,130516,MT
2013-10-01,132940,MT
2014-01-01,135840,MT
2014-04-01,136944,MT
2014-07-01,138408,MT
2014-10-01,138128,MT
2015-01-01,139476,MT
2015-04-01,139328,MT
2015-07-01,138044,MT
2015-10-01,141664,MT
2016-01-01,144604,MT
2016-04-01,145672,MT
2016-07-01,144712,MT
2016-10-01,149396,MT
2017-01-01,151704,MT
2017-04-01,151936,MT
2017-07-01,154460,MT
2017-10-01,154100,MT
2018-01-01,160656,MT
2018-04-01,161632,MT
2018-07-01,163608,MT
2018-10-01,163012,MT
2019-01-01,161180,MT
2019-04-01,166908,MT
2019-07-01,169176,MT
2019-10-01,172496,MT
2020-01-01,177928,MT
2020-04-01,163736,MT
2020-07-01,175456,MT
2020-10-01,185572,MT
2021-01-01,188568,MT
2021-04-01,199488,MT
2021-07-01,199952,MT
2021-10-01,212368,MT
2022-01-01,211728,MT
2022-04-01,216488,MT
2022-07-01,224220,MT
2022-10-01,226604,MT
2023-01-01,234016,MT
2023-04-01,234524,MT
2023-07-01,242996,MT
2023-10-01,243732,MT
2024-01-01,254873,MT
2024-04-01,254077,MT
2024-07-01,262417,MT
2024-10-01,264614,MT
1998-01-01,269460,NE
1998-04-01,267452,NE
1998-07-01,274988,NE
1998-10-01,282760,NE
1999-01-01,292532,NE
1999-04-01,293660,NE
1999-07-01,293416,NE
1999-10-01,295216,NE
2000-01-01,307256,NE
2000-04-01,313096,NE
2000-07-01,345836,NE
2000-10-01,341340,NE
2001-01-01,359436,NE
2001-04-01,364156,NE
2001-07-01,383716,NE
2001-10-01,382652,NE
2002-01-01,380888,NE
2002-04-01,399456,NE
2002-07-01,396456,NE
2002-10-01,395952,NE
2003-01-01,402524,NE
2003-04-01,396636,NE
2003-07-01,399960,NE
2003-10-01,412164,NE
2004-01-01,419684,NE
2004-04-01,423308,NE
2004-07-01,429084,NE
2004-10-01,425868,NE
2005-01-01,425420,NE
2005-04-01,434156,NE
2005-07-01,437164,NE
2005-10-01,444648,NE
2006-01-01,454112,NE
2006-04-01,471428,NE
2006-07-01,480732,NE
2006-10-01,484416,NE
2007-01-01,496116,NE
2007-04-01,496052,NE
2007-07-01,499924,NE
2007-10-01,506344,NE
2008-01-01,512524,NE
2008-04-01,515488,NE
2008-07-01,521384,NE
2008-10-01,534308,NE
2009-01-01,533924,NE
2009-04-01,536072,NE
2009-07-01,538740,NE
2009-10-01,543388,NE
2010-01-01,551916,NE
2010-04-01,557592,NE
2010-07-01,556164,NE
2010-10-01,556496,NE
2011-01-01,565520,NE
2011-04-01,572384,NE
2011-07-01,559144,NE
2011-10-01,556320,NE
2012-01-01,574588,NE
2012-04-01,561876,NE
2012-07-01,582860,NE
2012-10-01,581216,NE
2013-01-01,552556,NE
2013-04-01,563620,NE
2013-07-01,583064,NE
2013-10-01,525756,NE
2014-01-01,542080,NE
2014-04-01,538456,NE
2014-07-01,542792,NE
2014-10-01,547828,NE
2015-01-01,559536,NE
2015-04-01,561452,NE
2015-07-01,563888,NE
2015-10-01,556800,NE
2016-01-01,573928,NE
2016-04-01,569508,NE
2016-07-01,567584,NE
2016-10-01,640680,NE
2017-01-01,598996,NE
2017-04-01,617400,NE
2017-07-01,603860,NE
2017-10-01,610456,NE
2018-01-01,618736,NE
2018-04-01,633664,NE
2018-07-01,628320,NE
2018-10-01,637936,NE
2019-01-01,626696,NE
2019-04-01,638280,NE
2019-07-01,641600,NE
2019-10-01,648068,NE
2020-01-01,651736,NE
2020-04-01,633464,NE
2020-07-01,636788,NE
2020-10-01,642260,NE
2021-01-01,648224,NE
2021-04-01,679348,NE
2021-07-01,655004,NE
2021-10-01,678516,NE
2022-01-01,672144,NE
2022-04-01,666900,NE
2022-07-01,692912,NE
2022-10-01,672580,NE
2023-01-01,685072,NE
2023-04-01,701136,NE
2023-07-01,707148,NE
2023-10-01,724172,NE
2024-01-01,750979,NE
2024-04-01,747088,NE
2024-07-01,747208,NE
2024-10-01,761994,NE
1998-01-01,60948,NV
1998-04-01,60132,NV
1998-07-01,64368,NV
1998-10-01,63836,NV
1999-01-01,70420,NV
1999-04-01,79120,NV
1999-07-01,69464,NV
1999-10-01,75300,NV
2000-01-01,76996,NV
2000-04-01,83776,NV
2000-07-01,87524,NV
2000-10-01,93624,NV
2001-01-01,100144,NV
2001-04-01,107624,NV
2001-07-01,111312,NV
2001-10-01,113272,NV
2002-01-01,122256,NV
2002-04-01,127692,NV
2002-07-01,129644,NV
2002-10-01,139808,NV
2003-01-01,131712,NV
2003-04-01,138848,NV
2003-07-01,143324,NV
2003-10-01,149520,NV
2004-01-01,150600,NV
2004-04-01,159944,NV
2004-07-01,170412,NV
2004-10-01,179760,NV
2005-01-01,194232,NV
2005-04-01,199364,NV
2005-07-01,204720,NV
2005-10-01,207240,NV
2006-01-01,211916,NV
2006-04-01,215452,NV
2006-07-01,225008,NV
2006-10-01,236556,NV
2007-01-01,255004,NV
2007-04-01,257100,NV
2007-07-01,270168,NV
2007-10-01,276236,NV
2008-01-01,286256,NV
2008-04-01,294624,NV
2008-07-01,304912,NV
2008-10-01,308784,NV
2009-01-01,311684,NV
2009-04-01,316516,NV
2009-07-01,321552,NV
2009-10-01,331732,NV
2010-01-01,333336,NV
2010-04-01,338356,NV
2010-07-01,353048,NV
2010-10-01,347592,NV
2011-01-01,349108,NV
2011-04-01,343492,NV
2011-07-01,351240,NV
2011-10-01,347204,NV
2012-01-01,352584,NV
2012-04-01,354844,NV
2012-07-01,343572,NV
2012-10-01,356984,NV
2013-01-01,366016,NV
2013-04-01,372344,NV
2013-07-01,375268,NV
2013-10-01,382856,NV
2014-01-01,386184,NV
2014-04-01,386520,NV
2014-07-01,393320,NV
2014-10-01,403608,NV
2015-01-01,399860,NV
2015-04-01,410900,NV
2015-07-01,383808,NV
2015-10-01,412012,NV
